2021-08-20 21:43:11,73.0,21.0
2021-08-20 21:43:12,73.0,21.0
2021-08-20 21:43:13,73.0,20.9
2021-08-20 21:43:14,73.0,20.9
2021-08-20 21:43:15,73.0,21.0
2021-08-20 21:43:16,73.0,21.0
2021-08-20 21:43:17,73.0,21.0
2021-08-20 21:43:18,73.0,21.0
2021-08-20 21:43:19,73.0,21.0
2021-08-20 21:43:20,73.0,21.0
2021-08-20 21:43:21,73.0,21.0
2021-08-20 21:43:22,73.0,21.0
2021-08-20 21:43:23,73.0,21.0
2021-08-20 21:43:24,73.0,21.0
2021-08-20 21:43:25,73.0,21.0
2021-08-20 21:43:26,73.0,21.0
2021-08-20 21:43:27,73.0,21.0
2021-08-20 21:43:28,73.0,21.0
2021-08-20 21:43:29,73.0,21.0
2021-08-20 21:43:30,73.0,21.0
2021-08-20 21:43:31,73.0,21.0
2021-08-20 21:43:32,73.0,21.0
2021-08-20 21:43:33,73.0,21.0
2021-08-20 21:43:34,73.0,21.0
2021-08-20 21:43:35,73.0,21.0
2021-08-20 21:43:36,73.0,21.0
2021-08-20 21:43:37,73.0,21.0
2021-08-20 21:43:38,73.0,21.0
2021-08-20 21:43:39,73.0,21.0
2021-08-20 21:43:40,73.0,21.0
2021-08-20 21:43:41,73.0,21.0
2021-08-20 21:43:42,73.0,21.0
2021-08-20 21:43:43,73.0,21.0
2021-08-20 21:43:44,73.0,21.0
2021-08-20 21:43:45,73.0,21.0
2021-08-20 21:43:46,73.0,21.0
2021-08-20 21:43:47,73.0,21.0
2021-08-20 21:43:48,73.0,21.0
2021-08-20 21:43:49,73.0,21.0
2021-08-20 21:43:50,73.0,21.0
2021-08-20 21:43:52,73.0,21.0
2021-08-20 21:43:53,73.0,21.0
2021-08-20 21:43:54,73.0,21.0
2021-08-20 21:43:55,73.0,21.0
2021-08-20 21:43:56,73.0,21.0
2021-08-20 21:43:57,73.0,21.0
2021-08-20 21:43:58,73.0,21.0
2021-08-20 21:43:59,73.0,21.0
2021-08-20 21:44:00,73.0,21.0
2021-08-20 21:44:01,73.0,21.0
2021-08-20 21:44:02,73.0,21.0
2021-08-20 21:44:03,73.0,21.0
2021-08-20 21:44:04,73.0,21.0
2021-08-20 21:44:05,73.0,21.0
2021-08-20 21:44:06,73.0,21.0
2021-08-20 21:44:07,73.0,21.0
2021-08-20 21:44:08,73.0,21.0
2021-08-20 21:44:09,73.0,21.0
2021-08-20 21:44:10,73.0,21.0
2021-08-20 21:44:11,73.0,21.0
2021-08-20 21:44:12,73.0,21.0
2021-08-20 21:44:13,73.0,21.0
2021-08-20 21:44:14,73.0,21.0
2021-08-20 21:44:15,73.0,21.0
2021-08-20 21:44:16,73.0,21.0
2021-08-20 21:44:17,73.0,21.0
2021-08-20 21:44:18,73.0,21.0
2021-08-20 21:44:19,73.0,21.0
2021-08-20 21:44:20,73.0,21.0
2021-08-20 21:44:21,73.0,21.0
2021-08-20 21:44:22,73.0,21.0
2021-08-20 21:44:23,73.0,21.0
2021-08-20 21:44:24,73.0,21.0
2021-08-20 21:44:25,73.0,21.0
2021-08-20 21:44:26,73.0,21.0
2021-08-20 21:44:27,73.0,21.0
2021-08-20 21:44:28,73.0,21.0
2021-08-20 21:44:29,73.0,21.0
2021-08-20 21:44:30,73.0,21.0
2021-08-20 21:44:31,73.0,21.0
2021-08-20 21:44:32,73.0,21.0
2021-08-20 21:44:33,73.0,21.0
2021-08-20 21:44:34,73.0,21.0
2021-08-20 21:44:35,73.0,21.0
2021-08-20 21:44:36,73.0,21.0
2021-08-20 21:44:37,73.0,21.0
2021-08-20 21:44:38,73.0,21.0
2021-08-20 21:44:39,73.0,21.0
2021-08-20 21:44:40,73.0,21.0
2021-08-20 21:44:41,73.0,21.0
2021-08-20 21:44:42,73.0,21.0
2021-08-20 21:44:43,73.0,21.0
2021-08-20 21:44:44,73.0,21.0
2021-08-20 21:44:45,73.0,21.0
2021-08-20 21:44:46,73.0,21.0
2021-08-20 21:44:47,73.0,21.0
2021-08-20 21:44:48,73.0,21.0
2021-08-20 21:44:49,73.0,21.0
2021-08-20 21:44:50,73.0,21.0
2021-08-20 21:44:51,73.0,21.0
2021-08-20 21:44:52,73.0,21.0
2021-08-20 21:44:53,73.0,21.0
2021-08-20 21:44:54,73.0,21.0
2021-08-20 21:44:55,73.0,21.0
2021-08-20 21:44:56,73.0,21.0
2021-08-20 21:44:57,73.0,21.0
2021-08-20 21:44:58,73.0,21.0
2021-08-20 21:44:59,73.0,21.0
2021-08-20 21:45:00,73.0,21.0
2021-08-20 21:45:01,73.0,21.0
2021-08-20 21:45:02,73.0,21.0
2021-08-20 21:45:03,73.0,21.0
2021-08-20 21:45:04,73.0,21.0
2021-08-20 21:45:05,73.0,21.0
2021-08-20 21:45:07,73.0,21.0
2021-08-20 21:45:08,73.0,21.0
